"fxID","game_pk","UmpName","umpBirthYear","umpDebut","permContract","date"
427013,381877,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,319770,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,347555,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,287632,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,234895,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,235866,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,381993,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,382408,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,287348,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,235079,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,235252,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,347041,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,347890,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,447795,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,318209,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,318956,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,234773,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,236154,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,245875,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,319238,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,246010,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,415749,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,265388,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,266182,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,319593,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,264577,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,319951,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,382482,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,289120,"Lance Barksdale",1967,2000,2007,"Preseason"
427013,382838,"Lance Barksdale",1967,2000,2007,"Preseason"
427019,449096,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,415748,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,414794,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,263989,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,288540,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,235642,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,288295,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,447780,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,264521,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,382888,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,244975,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,288783,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,348572,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,318886,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,265198,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,235445,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,382131,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,244527,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,381473,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,319501,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,235758,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,266007,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,415293,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,287603,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,413654,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,319901,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,234287,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,235521,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,447887,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,288736,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,264166,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,448248,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,245210,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,447837,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,348292,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,319295,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,415640,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,245719,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,234680,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,382785,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,234356,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,287106,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,448876,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,414563,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,234559,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,448916,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,234607,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,265518,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,414848,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,381375,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,320151,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,348504,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,448483,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,245331,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,320016,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,415866,"Ted Barrett",1965,1994,1999,"September 1, 1999"
427019,348635,"Ted Barrett",1965,1994,1999,"September 1, 1999"
